item	label	code	codeLabel
http://www.wikidata.org/entity/Q12736	Saône-et-Loire	FR-71	sv
http://www.wikidata.org/entity/Q12736	Saône-et-Loire	FR-71	sw
http://www.wikidata.org/entity/Q12736	சேயோன்-எட் -லோயிரே	FR-71	ta
http://www.wikidata.org/entity/Q12736	సావన్-ఎట్-లోయర్	FR-71	te
http://www.wikidata.org/entity/Q12736	จังหวัดโซเนลัวร์	FR-71	th
http://www.wikidata.org/entity/Q12736	Saône-et-Loire	FR-71	tr
http://www.wikidata.org/entity/Q12736	Сона і Луара	FR-71	uk
http://www.wikidata.org/entity/Q12736	سون-اے-لوآر	FR-71	ur
http://www.wikidata.org/entity/Q12736	Saône-et-Loire	FR-71	uz
http://www.wikidata.org/entity/Q12736	Saône-et-Loire	FR-71	vi
http://www.wikidata.org/entity/Q12736	索恩盧瓦	FR-71	yue
http://www.wikidata.org/entity/Q12736	索恩-卢瓦尔省	FR-71	zh
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	af
http://www.wikidata.org/entity/Q12740	سارت	FR-72	ar
http://www.wikidata.org/entity/Q12740	Sarta	FR-72	az
http://www.wikidata.org/entity/Q12740	Сарта	FR-72	be
http://www.wikidata.org/entity/Q12740	Сарт	FR-72	bg
http://www.wikidata.org/entity/Q12740	সাঁর্তে	FR-72	bn
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	ca
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	ceb
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	cs
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	cy
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	da
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	de
http://www.wikidata.org/entity/Q12740	Σαρτ	FR-72	el
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	en
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	es
http://www.wikidata.org/entity/Q12740	Sarthe'i departemang	FR-72	et
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	eu
http://www.wikidata.org/entity/Q12740	سرت	FR-72	fa
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	fi
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	fr
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	ga
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	gl
http://www.wikidata.org/entity/Q12740	સર્થે	FR-72	gu
http://www.wikidata.org/entity/Q12740	סארת	FR-72	he
http://www.wikidata.org/entity/Q12740	सार्थे	FR-72	hi
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	hu
http://www.wikidata.org/entity/Q12740	Սարթ	FR-72	hy
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	id
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	it
http://www.wikidata.org/entity/Q12740	サルト県	FR-72	ja
http://www.wikidata.org/entity/Q12740	სარტა	FR-72	ka
http://www.wikidata.org/entity/Q12740	Сарта	FR-72	kk
http://www.wikidata.org/entity/Q12740	ಸಾರ್ಥೆ	FR-72	kn
http://www.wikidata.org/entity/Q12740	사르트주	FR-72	ko
http://www.wikidata.org/entity/Q12740	Sartas	FR-72	lt
http://www.wikidata.org/entity/Q12740	Sarta	FR-72	lv
http://www.wikidata.org/entity/Q12740	Сарта	FR-72	mk
http://www.wikidata.org/entity/Q12740	सार्त	FR-72	mr
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	ms
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	nl
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	pl
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	pt
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	ro
http://www.wikidata.org/entity/Q12740	Сарта	FR-72	ru
http://www.wikidata.org/entity/Q12740	සර්තේ	FR-72	si
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	sk
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	sl
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	sq
http://www.wikidata.org/entity/Q12740	Сарт	FR-72	sr
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	sv
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	sw
http://www.wikidata.org/entity/Q12740	சேர்த்தே	FR-72	ta
http://www.wikidata.org/entity/Q12740	సార్థె	FR-72	te
http://www.wikidata.org/entity/Q12740	จังหวัดซาร์ต	FR-72	th
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	tr
http://www.wikidata.org/entity/Q12740	Сарта	FR-72	uk
http://www.wikidata.org/entity/Q12740	سارت	FR-72	ur
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	uz
http://www.wikidata.org/entity/Q12740	Sarthe	FR-72	vi
http://www.wikidata.org/entity/Q12740	薩爾特	FR-72	yue
http://www.wikidata.org/entity/Q12740	萨尔特省	FR-72	zh
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	af
http://www.wikidata.org/entity/Q12745	سافوا	FR-73	ar
http://www.wikidata.org/entity/Q12745	Savoyya	FR-73	az
http://www.wikidata.org/entity/Q12745	Савоя	FR-73	be
http://www.wikidata.org/entity/Q12745	Савоа	FR-73	bg
http://www.wikidata.org/entity/Q12745	সাভুয়ে	FR-73	bn
http://www.wikidata.org/entity/Q12745	Savoia	FR-73	ca
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	ceb
http://www.wikidata.org/entity/Q12745	Savojsko	FR-73	cs
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	cy
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	da
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	de
http://www.wikidata.org/entity/Q12745	Σαβοΐα	FR-73	el
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	en
http://www.wikidata.org/entity/Q12745	Saboya	FR-73	es
http://www.wikidata.org/entity/Q12745	Savoia	FR-73	et
http://www.wikidata.org/entity/Q12745	Savoia	FR-73	eu
http://www.wikidata.org/entity/Q12745	سووآ	FR-73	fa
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	fi
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	fr
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	ga
http://www.wikidata.org/entity/Q12745	Savoia	FR-73	gl
http://www.wikidata.org/entity/Q12745	સાવોઈ	FR-73	gu
http://www.wikidata.org/entity/Q12745	סבואה	FR-73	he
http://www.wikidata.org/entity/Q12745	सवोई	FR-73	hi
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	hu
http://www.wikidata.org/entity/Q12745	Սավոյ	FR-73	hy
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	id
http://www.wikidata.org/entity/Q12745	Savoia	FR-73	it
http://www.wikidata.org/entity/Q12745	サヴォワ	FR-73	ja
http://www.wikidata.org/entity/Q12745	სავოია	FR-73	ka
http://www.wikidata.org/entity/Q12745	Савойя	FR-73	kk
http://www.wikidata.org/entity/Q12745	ಸವೊಯಿ	FR-73	kn
http://www.wikidata.org/entity/Q12745	사부아주	FR-73	ko
http://www.wikidata.org/entity/Q12745	Savoja	FR-73	lt
http://www.wikidata.org/entity/Q12745	Savoja	FR-73	lv
http://www.wikidata.org/entity/Q12745	Савоја	FR-73	mk
http://www.wikidata.org/entity/Q12745	साव्वा	FR-73	mr
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	ms
http://www.wikidata.org/entity/Q12745	साभोए	FR-73	ne
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	nl
http://www.wikidata.org/entity/Q12745	Sabaudia	FR-73	pl
http://www.wikidata.org/entity/Q12745	Saboia	FR-73	pt
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	ro
http://www.wikidata.org/entity/Q12745	Савойя	FR-73	ru
http://www.wikidata.org/entity/Q12745	සැවෝයි	FR-73	si
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	sk
http://www.wikidata.org/entity/Q12745	Savoja	FR-73	sl
http://www.wikidata.org/entity/Q12745	Savoia	FR-73	sq
http://www.wikidata.org/entity/Q12745	Савоја	FR-73	sr
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	sv
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	sw
http://www.wikidata.org/entity/Q12745	சாவோய்	FR-73	ta
http://www.wikidata.org/entity/Q12745	సవోయీ	FR-73	te
http://www.wikidata.org/entity/Q12745	จังหวัดซาวัว	FR-73	th
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	tr
http://www.wikidata.org/entity/Q12745	Савоя	FR-73	uk
http://www.wikidata.org/entity/Q12745	ساووا	FR-73	ur
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	uz
http://www.wikidata.org/entity/Q12745	Savoie	FR-73	vi
http://www.wikidata.org/entity/Q12745	薩華	FR-73	yue
http://www.wikidata.org/entity/Q12745	萨瓦省	FR-73	zh
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	af
http://www.wikidata.org/entity/Q12751	سافوا العليا	FR-74	ar
http://www.wikidata.org/entity/Q12751	Yuxarı Savoyya	FR-74	az
http://www.wikidata.org/entity/Q12751	дэпартамент Верхняя Савоя	FR-74	be
http://www.wikidata.org/entity/Q12751	От Савоа	FR-74	bg
http://www.wikidata.org/entity/Q12751	হাঊত সেভুয়ে	FR-74	bn
http://www.wikidata.org/entity/Q12751	Alta Savoia	FR-74	ca
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	ceb
http://www.wikidata.org/entity/Q12751	Horní Savojsko	FR-74	cs
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	cy
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	da
http://www.wikidata.org/entity/Q12751	Département Haute-Savoie	FR-74	de
http://www.wikidata.org/entity/Q12751	Άνω Σαβοΐα	FR-74	el
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	en
http://www.wikidata.org/entity/Q12751	Alta Saboya	FR-74	es
http://www.wikidata.org/entity/Q12751	Haute-Savoie departemang	FR-74	et
http://www.wikidata.org/entity/Q12751	Savoia Garaia	FR-74	eu
http://www.wikidata.org/entity/Q12751	اوت-ساووآ	FR-74	fa
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	fi
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	fr
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	ga
http://www.wikidata.org/entity/Q12751	Alta Savoia	FR-74	gl
http://www.wikidata.org/entity/Q12751	હૌટ-સેવોઇ	FR-74	gu
http://www.wikidata.org/entity/Q12751	סבואה עילית	FR-74	he
http://www.wikidata.org/entity/Q12751	ओट-सेवॉइ	FR-74	hi
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	hr
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	hu
http://www.wikidata.org/entity/Q12751	Վերին Սավոյ	FR-74	hy
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	id
http://www.wikidata.org/entity/Q12751	Alta Savoia	FR-74	it
http://www.wikidata.org/entity/Q12751	オート＝サヴォワ県	FR-74	ja
http://www.wikidata.org/entity/Q12751	ზემო სავოია	FR-74	ka
http://www.wikidata.org/entity/Q12751	Жоғарғы Савойя	FR-74	kk
http://www.wikidata.org/entity/Q12751	ಹೌಟೆ-ಸವೊಯಿ	FR-74	kn
http://www.wikidata.org/entity/Q12751	오트사부아주	FR-74	ko
http://www.wikidata.org/entity/Q12751	Aukštutinė Savoja	FR-74	lt
http://www.wikidata.org/entity/Q12751	Augšsavoja	FR-74	lv
http://www.wikidata.org/entity/Q12751	Горна Савоја	FR-74	mk
http://www.wikidata.org/entity/Q12751	ऑत-साव्वा	FR-74	mr
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	ms
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	nl
http://www.wikidata.org/entity/Q12751	Górna Sabaudia	FR-74	pl
http://www.wikidata.org/entity/Q12751	Alta Saboia	FR-74	pt
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	ro
http://www.wikidata.org/entity/Q12751	Верхняя Савойя	FR-74	ru
http://www.wikidata.org/entity/Q12751	හෞටේ -සැවෝයි	FR-74	si
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	sk
http://www.wikidata.org/entity/Q12751	Visoka Savoja	FR-74	sl
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	sq
http://www.wikidata.org/entity/Q12751	Горња Савоја	FR-74	sr
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	sv
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	sw
http://www.wikidata.org/entity/Q12751	ஹூட்-சாவையே	FR-74	ta
http://www.wikidata.org/entity/Q12751	హాట్-సావోయ్	FR-74	te
http://www.wikidata.org/entity/Q12751	จังหวัดโอต-ซาวัว	FR-74	th
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	tr
http://www.wikidata.org/entity/Q12751	Верхня Савоя	FR-74	uk
http://www.wikidata.org/entity/Q12751	بالائی-ساووا	FR-74	ur
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	uz
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	vi
http://www.wikidata.org/entity/Q12751	Haute-Savoie	FR-74	yo
http://www.wikidata.org/entity/Q12751	上薩華	FR-74	yue
http://www.wikidata.org/entity/Q12751	上萨瓦省	FR-74	zh
http://www.wikidata.org/entity/Q90	Parys	FR-75C	af
http://www.wikidata.org/entity/Q90	ፓሪስ	FR-75C	am
http://www.wikidata.org/entity/Q90	باريس	FR-75C	ar
http://www.wikidata.org/entity/Q90	পেৰিছ	FR-75C	as
http://www.wikidata.org/entity/Q90	Paris	FR-75C	az
http://www.wikidata.org/entity/Q90	Парыж	FR-75C	be
http://www.wikidata.org/entity/Q90	Париж	FR-75C	bg
http://www.wikidata.org/entity/Q90	প্যারিস	FR-75C	bn
http://www.wikidata.org/entity/Q90	Pariz	FR-75C	bs
http://www.wikidata.org/entity/Q90	París	FR-75C	ca
http://www.wikidata.org/entity/Q90	Paris	FR-75C	ceb
http://www.wikidata.org/entity/Q90	Paříž	FR-75C	cs
http://www.wikidata.org/entity/Q90	Paris	FR-75C	cy
http://www.wikidata.org/entity/Q90	Paris	FR-75C	da
http://www.wikidata.org/entity/Q90	Paris	FR-75C	de
http://www.wikidata.org/entity/Q90	Παρίσι	FR-75C	el
http://www.wikidata.org/entity/Q90	Paris	FR-75C	en
http://www.wikidata.org/entity/Q90	París	FR-75C	es
http://www.wikidata.org/entity/Q90	Pariis	FR-75C	et
http://www.wikidata.org/entity/Q90	Paris	FR-75C	eu
http://www.wikidata.org/entity/Q90	پاریس	FR-75C	fa
http://www.wikidata.org/entity/Q90	Pariisi	FR-75C	fi
http://www.wikidata.org/entity/Q90	Paris	FR-75C	fr
http://www.wikidata.org/entity/Q90	Páras	FR-75C	ga
http://www.wikidata.org/entity/Q90	París	FR-75C	gl
http://www.wikidata.org/entity/Q90	પૅરિસ	FR-75C	gu
http://www.wikidata.org/entity/Q90	Faris	FR-75C	ha
http://www.wikidata.org/entity/Q90	פריז	FR-75C	he
http://www.wikidata.org/entity/Q90	पैरिस	FR-75C	hi
http://www.wikidata.org/entity/Q90	Pariz	FR-75C	hr
http://www.wikidata.org/entity/Q90	Párizs	FR-75C	hu
http://www.wikidata.org/entity/Q90	Փարիզ	FR-75C	hy
http://www.wikidata.org/entity/Q90	Paris	FR-75C	id
http://www.wikidata.org/entity/Q90	París	FR-75C	is
http://www.wikidata.org/entity/Q90	Parigi	FR-75C	it
http://www.wikidata.org/entity/Q90	パリ	FR-75C	ja
http://www.wikidata.org/entity/Q90	Paris	FR-75C	jv
http://www.wikidata.org/entity/Q90	პარიზი	FR-75C	ka
http://www.wikidata.org/entity/Q90	Париж	FR-75C	kk
http://www.wikidata.org/entity/Q90	ប៉ារីស	FR-75C	km
http://www.wikidata.org/entity/Q90	ಪ್ಯಾರಿಸ್	FR-75C	kn
http://www.wikidata.org/entity/Q90	파리	FR-75C	ko
http://www.wikidata.org/entity/Q90	Париж	FR-75C	ky
http://www.wikidata.org/entity/Q90	ປາຣີ	FR-75C	lo
http://www.wikidata.org/entity/Q90	Paryžius	FR-75C	lt
http://www.wikidata.org/entity/Q90	Parīze	FR-75C	lv
http://www.wikidata.org/entity/Q90	Париз	FR-75C	mk
http://www.wikidata.org/entity/Q90	പാരിസ്	FR-75C	ml
http://www.wikidata.org/entity/Q90	Парис	FR-75C	mn
http://www.wikidata.org/entity/Q90	पॅरिस	FR-75C	mr
http://www.wikidata.org/entity/Q90	Paris	FR-75C	ms
http://www.wikidata.org/entity/Q90	ပါရီမြို့	FR-75C	my
http://www.wikidata.org/entity/Q90	पेरिस	FR-75C	ne
http://www.wikidata.org/entity/Q90	Parijs	FR-75C	nl
http://www.wikidata.org/entity/Q90	ପ୍ୟାରିସ	FR-75C	or
http://www.wikidata.org/entity/Q90	ਪੈਰਿਸ	FR-75C	pa
http://www.wikidata.org/entity/Q90	Paryż	FR-75C	pl
http://www.wikidata.org/entity/Q90	پاريس	FR-75C	ps
http://www.wikidata.org/entity/Q90	Paris	FR-75C	pt
http://www.wikidata.org/entity/Q90	Paris	FR-75C	ro
http://www.wikidata.org/entity/Q90	Париж	FR-75C	ru
http://www.wikidata.org/entity/Q90	پيرس	FR-75C	sd
http://www.wikidata.org/entity/Q90	පැරිස්	FR-75C	si
http://www.wikidata.org/entity/Q90	Paríž	FR-75C	sk
http://www.wikidata.org/entity/Q90	Pariz	FR-75C	sl
http://www.wikidata.org/entity/Q90	Baariis	FR-75C	so
http://www.wikidata.org/entity/Q90	Paris	FR-75C	sq
http://www.wikidata.org/entity/Q90	Париз	FR-75C	sr
http://www.wikidata.org/entity/Q90	Paris	FR-75C	sv
http://www.wikidata.org/entity/Q90	Paris	FR-75C	sw
http://www.wikidata.org/entity/Q90	பாரிஸ்	FR-75C	ta
http://www.wikidata.org/entity/Q90	పారిస్	FR-75C	te
http://www.wikidata.org/entity/Q90	ปารีส	FR-75C	th
http://www.wikidata.org/entity/Q90	Pariž	FR-75C	tk
http://www.wikidata.org/entity/Q90	Paris	FR-75C	tr
http://www.wikidata.org/entity/Q90	Париж	FR-75C	uk
http://www.wikidata.org/entity/Q90	پیرس	FR-75C	ur
http://www.wikidata.org/entity/Q90	Parij	FR-75C	uz
http://www.wikidata.org/entity/Q90	Paris	FR-75C	vi
http://www.wikidata.org/entity/Q90	Parisi	FR-75C	yo
http://www.wikidata.org/entity/Q90	巴黎	FR-75C	yue
http://www.wikidata.org/entity/Q90	巴黎	FR-75C	zh
http://www.wikidata.org/entity/Q90	IParisi	FR-75C	zu
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	af
http://www.wikidata.org/entity/Q12758	السان البحرية	FR-76	ar
http://www.wikidata.org/entity/Q12758	Dənizkənarı Sena	FR-76	az
http://www.wikidata.org/entity/Q12758	дэпартамент Прыморская Сена	FR-76	be
http://www.wikidata.org/entity/Q12758	Сен Маритим	FR-76	bg
http://www.wikidata.org/entity/Q12758	সেইন-মেরিটাইম	FR-76	bn
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	bs
http://www.wikidata.org/entity/Q12758	Sena Marítim	FR-76	ca
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	ceb
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	cs
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	cy
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	da
http://www.wikidata.org/entity/Q12758	Département Seine-Maritime	FR-76	de
http://www.wikidata.org/entity/Q12758	Σεν-Μαριτίμ	FR-76	el
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	en
http://www.wikidata.org/entity/Q12758	Sena Marítimo	FR-76	es
http://www.wikidata.org/entity/Q12758	Seine-Maritime'i departemang	FR-76	et
http://www.wikidata.org/entity/Q12758	Itsas Sena	FR-76	eu
http://www.wikidata.org/entity/Q12758	سن ماریتیم	FR-76	fa
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	fi
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	fr
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	ga
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	gl
http://www.wikidata.org/entity/Q12758	સેઇન-મેરીટાઇમ	FR-76	gu
http://www.wikidata.org/entity/Q12758	סן-מריטים	FR-76	he
http://www.wikidata.org/entity/Q12758	सीन-मेरीटाइम	FR-76	hi
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	hu
http://www.wikidata.org/entity/Q12758	Ծովամերձ Սեն	FR-76	hy
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	id
http://www.wikidata.org/entity/Q12758	Senna Marittima	FR-76	it
http://www.wikidata.org/entity/Q12758	セーヌ＝マリティーム県	FR-76	ja
http://www.wikidata.org/entity/Q12758	ზღვისპირა სენა	FR-76	ka
http://www.wikidata.org/entity/Q12758	Сен-Маритим	FR-76	kk
http://www.wikidata.org/entity/Q12758	ಸೀನ್-ಮಾರಿಟೈಮ್	FR-76	kn
http://www.wikidata.org/entity/Q12758	센마리팀주	FR-76	ko
http://www.wikidata.org/entity/Q12758	Pajūrio Sena	FR-76	lt
http://www.wikidata.org/entity/Q12758	Piejūras Sēna	FR-76	lv
http://www.wikidata.org/entity/Q12758	Приморска Сена	FR-76	mk
http://www.wikidata.org/entity/Q12758	सीन-मरितीम	FR-76	mr
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	ms
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	nl
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	pl
http://www.wikidata.org/entity/Q12758	Sena Marítimo	FR-76	pt
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	ro
http://www.wikidata.org/entity/Q12758	Приморская Сена	FR-76	ru
http://www.wikidata.org/entity/Q12758	සීනේ-මාරිටයිම්	FR-76	si
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	sk
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	sl
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	sq
http://www.wikidata.org/entity/Q12758	Приморска Сена	FR-76	sr
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	sv
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	sw
http://www.wikidata.org/entity/Q12758	சேனே-மரிடைம்	FR-76	ta
http://www.wikidata.org/entity/Q12758	సెయిని-మారిటైమ్	FR-76	te
http://www.wikidata.org/entity/Q12758	จังหวัดแซน-มารีตีม	FR-76	th
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	tr
http://www.wikidata.org/entity/Q12758	Приморська Сена	FR-76	uk
http://www.wikidata.org/entity/Q12758	سین-ماریتیم	FR-76	ur
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	uz
http://www.wikidata.org/entity/Q12758	Seine-Maritime	FR-76	vi
http://www.wikidata.org/entity/Q12758	濱海塞納	FR-76	yue
http://www.wikidata.org/entity/Q12758	滨海塞纳省	FR-76	zh
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	af
http://www.wikidata.org/entity/Q12753	سين ومرن	FR-77	ar
http://www.wikidata.org/entity/Q12753	Sena və Marna	FR-77	az
http://www.wikidata.org/entity/Q12753	дэпартамент Сена і Марна	FR-77	be
http://www.wikidata.org/entity/Q12753	Сен е Марн	FR-77	bg
http://www.wikidata.org/entity/Q12753	সেইন-এট-মার্নে	FR-77	bn
http://www.wikidata.org/entity/Q12753	Sena i Marne	FR-77	ca
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	ceb
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	cs
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	cy
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	da
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	de
http://www.wikidata.org/entity/Q12753	Σεν-ε-Μαρν	FR-77	el
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	en
http://www.wikidata.org/entity/Q12753	Sena y Marne	FR-77	es
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	et
http://www.wikidata.org/entity/Q12753	Sena eta Marne	FR-77	eu
http://www.wikidata.org/entity/Q12753	سن-ا-مارن	FR-77	fa
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	fi
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	fr
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	ga
http://www.wikidata.org/entity/Q12753	Sena e Marne	FR-77	gl
http://www.wikidata.org/entity/Q12753	સેઇન-એટ-માર્ને	FR-77	gu
http://www.wikidata.org/entity/Q12753	סן ומארן	FR-77	he
http://www.wikidata.org/entity/Q12753	सीन-एट-मार्न	FR-77	hi
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	hu
http://www.wikidata.org/entity/Q12753	Սեն-է-Մարն	FR-77	hy
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	id
http://www.wikidata.org/entity/Q12753	Senna e Marna	FR-77	it
http://www.wikidata.org/entity/Q12753	セーヌ＝エ＝マルヌ県	FR-77	ja
http://www.wikidata.org/entity/Q12753	სენა და მარნა	FR-77	ka
http://www.wikidata.org/entity/Q12753	Сена және Марна	FR-77	kk
http://www.wikidata.org/entity/Q12753	ಸೀನ್-ಎಟ್-ಮರ್ನೆ	FR-77	kn
http://www.wikidata.org/entity/Q12753	센에마른	FR-77	ko
http://www.wikidata.org/entity/Q12753	Sena ir Marna	FR-77	lt
http://www.wikidata.org/entity/Q12753	Sēna un Marna	FR-77	lv
http://www.wikidata.org/entity/Q12753	Сена и Марна	FR-77	mk
http://www.wikidata.org/entity/Q12753	सीन-एत-मार्न	FR-77	mr
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	ms
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	nl
http://www.wikidata.org/entity/Q12753	Sekwana i Marna	FR-77	pl
http://www.wikidata.org/entity/Q12753	Sena e Marne	FR-77	pt
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	ro
http://www.wikidata.org/entity/Q12753	Сена и Марна	FR-77	ru
http://www.wikidata.org/entity/Q12753	සෙයිනේ-එට්-මර්නේ	FR-77	si
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	sk
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	sl
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	sq
http://www.wikidata.org/entity/Q12753	Сена и Марна	FR-77	sr
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	sv
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	sw
http://www.wikidata.org/entity/Q12753	செய்ன்-எட்-மார்னே	FR-77	ta
http://www.wikidata.org/entity/Q12753	సియేన్-ఎట్-మార్నె	FR-77	te
http://www.wikidata.org/entity/Q12753	จังหวัดแซเนมาร์น	FR-77	th
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	tr
http://www.wikidata.org/entity/Q12753	Сена і Марна	FR-77	uk
http://www.wikidata.org/entity/Q12753	سین-اے-مارن	FR-77	ur
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	uz
http://www.wikidata.org/entity/Q12753	Seine-et-Marne	FR-77	vi
